Package	Required_version	filename	downloadlink
dplyr	0.8.3	dplyr_0.8.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/dplyr/dplyr_0.8.3.tar.gz
DPpackage	1.1-7.4	DPpackage_1.1-7.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/DPpackage/DPpackage_1.1-7.4.tar.gz
DRR	0.0.3	DRR_0.0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/DRR/DRR_0.0.3.tar.gz
dse	2015.12-1	dse_2015.12-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/dse/dse_2015.12-1.tar.gz
DT	0.4	DT_0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/DT/DT_0.4.tar.gz
dtt	0.1-2	dtt_0.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/dtt/dtt_0.1-2.tar.gz
dtw	1.18-1	dtw_1.18-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/dtw/dtw_1.18-1.tar.gz
dygraphs	1.1.1.4	dygraphs_1.1.1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/dygraphs/dygraphs_1.1.1.4.tar.gz
dynlm	0.3-5	dynlm_0.3-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/dynlm/dynlm_0.3-5.tar.gz
e1071	1.6-8	e1071_1.6-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/e1071/e1071_1.6-8.tar.gz
earth	4.6.2	earth_4.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/earth/earth_4.6.2.tar.gz
EbayesThresh	1.4-12	EbayesThresh_1.4-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/EbayesThresh/EbayesThresh_1.4-12.tar.gz
ebdbNet	1.2.5	ebdbNet_1.2.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/ebdbNet/ebdbNet_1.2.5.tar.gz
ecm	4.4.0	ecm_4.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ecm/ecm_4.4.0.tar.gz
edeaR	0.8.0	edeaR_0.8.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/edeaR/edeaR_0.8.0.tar.gz
effects	4.0-1	effects_4.0-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/effects/effects_4.0-1.tar.gz
ellipse	0.4.1	ellipse_0.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ellipse/ellipse_0.4.1.tar.gz
ellipsis	0.3.0	ellipsis_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ellipsis/ellipsis_0.3.0.tar.gz
emmeans	1.1.2	emmeans_1.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/emmeans/emmeans_1.1.2.tar.gz
emulator	1.2-15	emulator_1.2-15.tar.gz	https://cran.r-project.org/src/contrib/Archive/emulator/emulator_1.2-15.tar.gz
energy	1.7-2	energy_1.7-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/energy/energy_1.7-2.tar.gz
english	1.2-3	english_1.2-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/english/english_1.2-3.tar.gz
ensembleBMA	5.1.5	ensembleBMA_5.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/ensembleBMA/ensembleBMA_5.1.5.tar.gz
entropy	1.2.1	entropy_1.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/entropy/entropy_1.2.1.tar.gz
epitools	0.5-10.1	epitools_0.5-10.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/epitools/epitools_0.5-10.1.tar.gz
epitrix	0.2.2	epitrix_0.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/epitrix/epitrix_0.2.2.tar.gz
estimability	1.3	estimability_1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/estimability/estimability_1.3.tar.gz
eulerr	5.1.0	eulerr_5.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/eulerr/eulerr_5.1.0.tar.gz
EvalEst	2015.4-2	EvalEst_2015.4-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/EvalEst/EvalEst_2015.4-2.tar.gz
evaluate	0.10.1	evaluate_0.10.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/evaluate/evaluate_0.10.1.tar.gz
evd	2.3-2	evd_2.3-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/evd/evd_2.3-2.tar.gz
evdbayes	1.1-1	evdbayes_1.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/evdbayes/evdbayes_1.1-1.tar.gz
eventdataR	0.2.0	eventdataR_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/eventdataR/eventdataR_0.2.0.tar.gz
exactLoglinTest	1.4.2	exactLoglinTest_1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/exactLoglinTest/exactLoglinTest_1.4.2.tar.gz
exactRankTests	0.8-29	exactRankTests_0.8-29.tar.gz	https://cran.r-project.org/src/contrib/Archive/exactRankTests/exactRankTests_0.8-29.tar.gz
expint	0.1-4	expint_0.1-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/expint/expint_0.1-4.tar.gz
expm	0.999-2	expm_0.999-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/expm/expm_0.999-2.tar.gz
extraDistr	1.8.8	extraDistr_1.8.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/extraDistr/extraDistr_1.8.8.tar.gz
extrafont	0.17	extrafont_0.17.tar.gz	https://cran.r-project.org/src/contrib/Archive/extrafont/extrafont_0.17.tar.gz
extrafontdb	1.0	extrafontdb_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/extrafontdb/extrafontdb_1.0.tar.gz
extremevalues	2.3.2	extremevalues_2.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/extremevalues/extremevalues_2.3.2.tar.gz
ez	4.4-0	ez_4.4-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ez/ez_4.4-0.tar.gz
factoextra	1.0.5	factoextra_1.0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/factoextra/factoextra_1.0.5.tar.gz
FactoMineR	1.40	FactoMineR_1.40.tar.gz	https://cran.r-project.org/src/contrib/Archive/FactoMineR/FactoMineR_1.40.tar.gz
factorQR	0.1-4	factorQR_0.1-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/factorQR/factorQR_0.1-4.tar.gz
fansi	0.4.0	fansi_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/fansi/fansi_0.4.0.tar.gz
faoutlier	0.7.2	faoutlier_0.7.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/faoutlier/faoutlier_0.7.2.tar.gz
farver	1.1.0	farver_1.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/farver/farver_1.1.0.tar.gz
fastICA	1.2-1	fastICA_1.2-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/fastICA/fastICA_1.2-1.tar.gz
fastmatch	1.1-0	fastmatch_1.1-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/fastmatch/fastmatch_1.1-0.tar.gz
fBasics	3042.89	fBasics_3042.89.tar.gz	https://cran.r-project.org/src/contrib/Archive/fBasics/fBasics_3042.89.tar.gz
fdrtool	1.2.15	fdrtool_1.2.15.tar.gz	https://cran.r-project.org/src/contrib/Archive/fdrtool/fdrtool_1.2.15.tar.gz
fGarch	3042.83.1	fGarch_3042.83.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/fGarch/fGarch_3042.83.1.tar.gz
fields	9.6	fields_9.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/fields/fields_9.6.tar.gz
filehash	2.4-1	filehash_2.4-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/filehash/filehash_2.4-1.tar.gz
FinCal	0.6.3	FinCal_0.6.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/FinCal/FinCal_0.6.3.tar.gz
fitdistrplus	1.0-9	fitdistrplus_1.0-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/fitdistrplus/fitdistrplus_1.0-9.tar.gz
flashClust	1.01-2	flashClust_1.01-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/flashClust/flashClust_1.01-2.tar.gz
flexclust	1.3-5	flexclust_1.3-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/flexclust/flexclust_1.3-5.tar.gz
flexmix	2.3-14	flexmix_2.3-14.tar.gz	https://cran.r-project.org/src/contrib/Archive/flexmix/flexmix_2.3-14.tar.gz
FME	1.3.5	FME_1.3.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/FME/FME_1.3.5.tar.gz
fmsb	0.6.1	fmsb_0.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/fmsb/fmsb_0.6.1.tar.gz
FNN	1.1	FNN_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/FNN/FNN_1.1.tar.gz
fontBitstreamVera	0.1.1	fontBitstreamVera_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/fontBitstreamVera/fontBitstreamVera_0.1.1.tar.gz
fontLiberation	0.1.0	fontLiberation_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/fontLiberation/fontLiberation_0.1.0.tar.gz
fontquiver	0.2.1	fontquiver_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/fontquiver/fontquiver_0.2.1.tar.gz
forcats	0.3.0	forcats_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/forcats/forcats_0.3.0.tar.gz
foreach	1.4.4	foreach_1.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/foreach/foreach_1.4.4.tar.gz
forecast	8.7	forecast_8.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/forecast/forecast_8.7.tar.gz
forecastHybrid	2.1.11	forecastHybrid_2.1.11.tar.gz	https://cran.r-project.org/src/contrib/Archive/forecastHybrid/forecastHybrid_2.1.11.tar.gz
foreign	0.8-69	foreign_0.8-69.tar.gz	https://cran.r-project.org/src/contrib/Archive/foreign/foreign_0.8-69.tar.gz
formatR	1.5	formatR_1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/formatR/formatR_1.5.tar.gz
formattable	0.2.0.1	formattable_0.2.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/formattable/formattable_0.2.0.1.tar.gz
Formula	1.2-2	Formula_1.2-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/Formula/Formula_1.2-2.tar.gz
fpc	2.1-11	fpc_2.1-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/fpc/fpc_2.1-11.tar.gz
fracdiff	1.4-2	fracdiff_1.4-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/fracdiff/fracdiff_1.4-2.tar.gz
fTrading	3042.79	fTrading_3042.79.tar.gz	https://cran.r-project.org/src/contrib/Archive/fTrading/fTrading_3042.79.tar.gz
fUnitRoots	3042.79	fUnitRoots_3042.79.tar.gz	https://cran.r-project.org/src/contrib/Archive/fUnitRoots/fUnitRoots_3042.79.tar.gz
futile.logger	1.4.3	futile.logger_1.4.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/futile.logger/futile.logger_1.4.3.tar.gz
futile.options	1.0.0	futile.options_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/futile.options/futile.options_1.0.0.tar.gz
future	1.15.0	future_1.15.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/future/future_1.15.0.tar.gz
future.apply	1.3.0	future.apply_1.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/future.apply/future.apply_1.3.0.tar.gz
gam	1.15	gam_1.15.tar.gz	https://cran.r-project.org/src/contrib/Archive/gam/gam_1.15.tar.gz
gamlr	1.13-4	gamlr_1.13-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/gamlr/gamlr_1.13-4.tar.gz
gamlss	5.0-6	gamlss_5.0-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/gamlss/gamlss_5.0-6.tar.gz
gamlss.data	5.0-0	gamlss.data_5.0-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gamlss.data/gamlss.data_5.0-0.tar.gz
gamlss.dist	5.0-4	gamlss.dist_5.0-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/gamlss.dist/gamlss.dist_5.0-4.tar.gz
gbm	2.1.3	gbm_2.1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/gbm/gbm_2.1.3.tar.gz
gclus	1.3.1	gclus_1.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/gclus/gclus_1.3.1.tar.gz
gdalUtils	2.0.1.7	gdalUtils_2.0.1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/gdalUtils/gdalUtils_2.0.1.7.tar.gz
gdata	2.18.0	gdata_2.18.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gdata/gdata_2.18.0.tar.gz
gdtools	0.1.7	gdtools_0.1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/gdtools/gdtools_0.1.7.tar.gz
gee	4.13-19	gee_4.13-19.tar.gz	https://cran.r-project.org/src/contrib/Archive/gee/gee_4.13-19.tar.gz
genalg	0.2.0	genalg_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/genalg/genalg_0.2.0.tar.gz
generics	0.1.2	generics_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/generics/generics_0.1.2.tar.gz
genetics	1.3.8.1	genetics_1.3.8.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/genetics/genetics_1.3.8.1.tar.gz
GenSA	1.1.7	GenSA_1.1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/GenSA/GenSA_1.1.7.tar.gz
geojson	0.2.0	geojson_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/geojson/geojson_0.2.0.tar.gz
geojsonio	0.6.0	geojsonio_0.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/geojsonio/geojsonio_0.6.0.tar.gz
geojsonlint	0.2.0	geojsonlint_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/geojsonlint/geojsonlint_0.2.0.tar.gz
geoR	1.7-5.2	geoR_1.7-5.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/geoR/geoR_1.7-5.2.tar.gz
geoRglm	0.9-11	geoRglm_0.9-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/geoRglm/geoRglm_0.9-11.tar.gz
geosphere	1.5-7	geosphere_1.5-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/geosphere/geosphere_1.5-7.tar.gz
GGally	2.0.0	GGally_2.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/GGally/GGally_2.0.0.tar.gz
ggalt	0.4.0	ggalt_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggalt/ggalt_0.4.0.tar.gz
gganimate	1.0.3	gganimate_1.0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/gganimate/gganimate_1.0.3.tar.gz
ggcorrplot	0.1.1	ggcorrplot_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggcorrplot/ggcorrplot_0.1.1.tar.gz
ggdendro	0.1-20	ggdendro_0.1-20.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggdendro/ggdendro_0.1-20.tar.gz
ggeffects	0.3.2	ggeffects_0.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggeffects/ggeffects_0.3.2.tar.gz
ggExtra	0.9	ggExtra_0.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggExtra/ggExtra_0.9.tar.gz
ggforce	0.1.1	ggforce_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggforce/ggforce_0.1.1.tar.gz
ggformula	0.6.2	ggformula_0.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggformula/ggformula_0.6.2.tar.gz
ggfortify	0.4.3	ggfortify_0.4.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggfortify/ggfortify_0.4.3.tar.gz
gghighlight	0.3.0	gghighlight_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gghighlight/gghighlight_0.3.0.tar.gz
ggimage	0.1.2	ggimage_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggimage/ggimage_0.1.2.tar.gz
ggiraph	0.6.1	ggiraph_0.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggiraph/ggiraph_0.6.1.tar.gz
ggjoy	0.4.0	ggjoy_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggjoy/ggjoy_0.4.0.tar.gz
ggm	2.3	ggm_2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggm/ggm_2.3.tar.gz
ggmap	3.0.0	ggmap_3.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggmap/ggmap_3.0.0.tar.gz
ggmcmc	1.1	ggmcmc_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggmcmc/ggmcmc_1.1.tar.gz
ggplot2	3.3.3	ggplot2_3.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggplot2/ggplot2_3.3.3.tar.gz
ggplot2movies	0.0.1	ggplot2movies_0.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggplot2movies/ggplot2movies_0.0.1.tar.gz
ggpmisc	0.2.16	ggpmisc_0.2.16.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggpmisc/ggpmisc_0.2.16.tar.gz
ggpubr	0.2.3	ggpubr_0.2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggpubr/ggpubr_0.2.3.tar.gz
ggQC	0.0.31	ggQC_0.0.31.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggQC/ggQC_0.0.31.tar.gz
ggRandomForests	2.0.1	ggRandomForests_2.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggRandomForests/ggRandomForests_2.0.1.tar.gz
ggraph	1.0.1	ggraph_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggraph/ggraph_1.0.1.tar.gz
ggrepel	0.8.0	ggrepel_0.8.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggrepel/ggrepel_0.8.0.tar.gz
ggridges	0.4.1	ggridges_0.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggridges/ggridges_0.4.1.tar.gz
ggsci	2.8	ggsci_2.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggsci/ggsci_2.8.tar.gz
ggsignif	0.4.0	ggsignif_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggsignif/ggsignif_0.4.0.tar.gz
ggsoccer	0.1.4	ggsoccer_0.1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggsoccer/ggsoccer_0.1.4.tar.gz
ggstance	0.3	ggstance_0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggstance/ggstance_0.3.tar.gz
ggtern	2.2.1	ggtern_2.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggtern/ggtern_2.2.1.tar.gz
ggthemes	3.4.0	ggthemes_3.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ggthemes/ggthemes_3.4.0.tar.gz
gistr	0.4.0	gistr_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gistr/gistr_0.4.0.tar.gz
git2r	0.21.0	git2r_0.21.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/git2r/git2r_0.21.0.tar.gz
glasso	1.8	glasso_1.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/glasso/glasso_1.8.tar.gz
glmmBUGS	2.4.0	glmmBUGS_2.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/glmmBUGS/glmmBUGS_2.4.0.tar.gz
glmmTMB	0.2.0	glmmTMB_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/glmmTMB/glmmTMB_0.2.0.tar.gz
glmnet	2.0-13	glmnet_2.0-13.tar.gz	https://cran.r-project.org/src/contrib/Archive/glmnet/glmnet_2.0-13.tar.gz
GlobalOptions	0.0.13	GlobalOptions_0.0.13.tar.gz	https://cran.r-project.org/src/contrib/Archive/GlobalOptions/GlobalOptions_0.0.13.tar.gz
globals	0.12.4	globals_0.12.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/globals/globals_0.12.4.tar.gz
glue	1.3.1	glue_1.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/glue/glue_1.3.1.tar.gz
gmodels	2.16.2	gmodels_2.16.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/gmodels/gmodels_2.16.2.tar.gz
gmp	0.5-13.1	gmp_0.5-13.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/gmp/gmp_0.5-13.1.tar.gz
gnm	1.0-8	gnm_1.0-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/gnm/gnm_1.0-8.tar.gz
goftest	1.1-1	goftest_1.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/goftest/goftest_1.1-1.tar.gz
googleVis	0.6.2	googleVis_0.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/googleVis/googleVis_0.6.2.tar.gz
gower	0.1.2	gower_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/gower/gower_0.1.2.tar.gz
GPArotation	2014.11-1	GPArotation_2014.11-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/GPArotation/GPArotation_2014.11-1.tar.gz
gplots	3.0.1	gplots_3.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/gplots/gplots_3.0.1.tar.gz
graphics	3.4.4	graphics_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/graphics/graphics_3.4.4.tar.gz
grDevices	3.4.4	grDevices_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/grDevices/grDevices_3.4.4.tar.gz
grid	3.4.4	grid_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/grid/grid_3.4.4.tar.gz
gridBase	0.4-7	gridBase_0.4-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/gridBase/gridBase_0.4-7.tar.gz
gridExtra	2.3	gridExtra_2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/gridExtra/gridExtra_2.3.tar.gz
gridGraphics	0.2-1	gridGraphics_0.2-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/gridGraphics/gridGraphics_0.2-1.tar.gz
growcurves	0.2.4.1	growcurves_0.2.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/growcurves/growcurves_0.2.4.1.tar.gz
grpreg	3.1-2	grpreg_3.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/grpreg/grpreg_3.1-2.tar.gz
gss	2.1-7	gss_2.1-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/gss/gss_2.1-7.tar.gz
gstat	1.1-5	gstat_1.1-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/gstat/gstat_1.1-5.tar.gz
gsubfn	0.7	gsubfn_0.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/gsubfn/gsubfn_0.7.tar.gz
gtable	0.2.0	gtable_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gtable/gtable_0.2.0.tar.gz
gtools	3.5.0	gtools_3.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/gtools/gtools_3.5.0.tar.gz
gtrendsR	1.4.3	gtrendsR_1.4.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/gtrendsR/gtrendsR_1.4.3.tar.gz
gWidgets	0.0-54	gWidgets_0.0-54.tar.gz	https://cran.r-project.org/src/contrib/Archive/gWidgets/gWidgets_0.0-54.tar.gz
gWidgetsRGtk2	0.0-86	gWidgetsRGtk2_0.0-86.tar.gz	https://cran.r-project.org/src/contrib/Archive/gWidgetsRGtk2/gWidgetsRGtk2_0.0-86.tar.gz
gWidgetstcltk	0.0-55	gWidgetstcltk_0.0-55.tar.gz	https://cran.r-project.org/src/contrib/Archive/gWidgetstcltk/gWidgetstcltk_0.0-55.tar.gz
haplo.stats	1.7.7	haplo.stats_1.7.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/haplo.stats/haplo.stats_1.7.7.tar.gz
hash	2.2.6	hash_2.2.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/hash/hash_2.2.6.tar.gz
haven	1.1.1	haven_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/haven/haven_1.1.1.tar.gz
hbsae	1.0	hbsae_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/hbsae/hbsae_1.0.tar.gz
HDInterval	0.2.0	HDInterval_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/HDInterval/HDInterval_0.2.0.tar.gz
hdrcde	3.2	hdrcde_3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/hdrcde/hdrcde_3.2.tar.gz
heatmaply	0.16.0	heatmaply_0.16.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/heatmaply/heatmaply_0.16.0.tar.gz
heavy	0.38.19	heavy_0.38.19.tar.gz	https://cran.r-project.org/src/contrib/Archive/heavy/heavy_0.38.19.tar.gz
hexbin	1.27.2	hexbin_1.27.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/hexbin/hexbin_1.27.2.tar.gz
hflights	0.1	hflights_0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/hflights/hflights_0.1.tar.gz
HH	3.1-34	HH_3.1-34.tar.gz	https://cran.r-project.org/src/contrib/Archive/HH/HH_3.1-34.tar.gz
HI	0.4	HI_0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/HI/HI_0.4.tar.gz
highcharter	0.5.0	highcharter_0.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/highcharter/highcharter_0.5.0.tar.gz
highr	0.6	highr_0.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/highr/highr_0.6.tar.gz
HistData	0.8-2	HistData_0.8-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/HistData/HistData_0.8-2.tar.gz
Hmisc	4.1-1	Hmisc_4.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/Hmisc/Hmisc_4.1-1.tar.gz
hms	0.4.2	hms_0.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/hms/hms_0.4.2.tar.gz
hoardr	0.2.0	hoardr_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/hoardr/hoardr_0.2.0.tar.gz
hrbrthemes	0.6.0	hrbrthemes_0.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/hrbrthemes/hrbrthemes_0.6.0.tar.gz
HSAUR	1.3-9	HSAUR_1.3-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/HSAUR/HSAUR_1.3-9.tar.gz
htmlTable	1.11.2	htmlTable_1.11.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/htmlTable/htmlTable_1.11.2.tar.gz
htmltools	0.3.6	htmltools_0.3.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/htmltools/htmltools_0.3.6.tar.gz
htmlwidgets	1.3	htmlwidgets_1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/htmlwidgets/htmlwidgets_1.3.tar.gz
hts	5.1.5	hts_5.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/hts/hts_5.1.5.tar.gz
httpuv	1.3.6.2	httpuv_1.3.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/httpuv/httpuv_1.3.6.2.tar.gz
httr	1.3.1	httr_1.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/httr/httr_1.3.1.tar.gz
huge	1.2.7	huge_1.2.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/huge/huge_1.2.7.tar.gz
