Package	Required_version	filename	downloadlink
pillar	1.4.2	pillar_1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/pillar/pillar_1.4.2.tar.gz
pixmap	0.4-11	pixmap_0.4-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/pixmap/pixmap_0.4-11.tar.gz
pkgconfig	2.0.2	pkgconfig_2.0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/pkgconfig/pkgconfig_2.0.2.tar.gz
pkgmaker	0.22	pkgmaker_0.22.tar.gz	https://cran.r-project.org/src/contrib/Archive/pkgmaker/pkgmaker_0.22.tar.gz
platetools	0.1.0	platetools_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/platetools/platetools_0.1.0.tar.gz
plogr	0.2.0	plogr_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/plogr/plogr_0.2.0.tar.gz
plot3D	1.1.1	plot3D_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/plot3D/plot3D_1.1.1.tar.gz
plot3Drgl	1.0.1	plot3Drgl_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/plot3Drgl/plot3Drgl_1.0.1.tar.gz
plotly	4.9.2.2	plotly_4.9.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/plotly/plotly_4.9.2.2.tar.gz
plotmo	3.3.6	plotmo_3.3.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/plotmo/plotmo_3.3.6.tar.gz
plotrix	3.7	plotrix_3.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/plotrix/plotrix_3.7.tar.gz
pls	2.6-0	pls_2.6-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/pls/pls_2.6-0.tar.gz
plyr	1.8.4	plyr_1.8.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/plyr/plyr_1.8.4.tar.gz
png	0.1-7	png_0.1-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/png/png_0.1-7.tar.gz
polspline	1.1.12	polspline_1.1.12.tar.gz	https://cran.r-project.org/src/contrib/Archive/polspline/polspline_1.1.12.tar.gz
polyclip	1.6-1	polyclip_1.6-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/polyclip/polyclip_1.6-1.tar.gz
polylabelr	0.1.0	polylabelr_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/polylabelr/polylabelr_0.1.0.tar.gz
polynom	1.3-9	polynom_1.3-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/polynom/polynom_1.3-9.tar.gz
ppcor	1.1	ppcor_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ppcor/ppcor_1.1.tar.gz
prabclus	2.2-6	prabclus_2.2-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/prabclus/prabclus_2.2-6.tar.gz
pracma	2.1.4	pracma_2.1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/pracma/pracma_2.1.4.tar.gz
praise	1.0.0	praise_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/praise/praise_1.0.0.tar.gz
precrec	0.10.1	precrec_0.10.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/precrec/precrec_0.10.1.tar.gz
prediction	0.2.0	prediction_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/prediction/prediction_0.2.0.tar.gz
predmixcor	1.1-1	predmixcor_1.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/predmixcor/predmixcor_1.1-1.tar.gz
PresenceAbsence	1.1.9	PresenceAbsence_1.1.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/PresenceAbsence/PresenceAbsence_1.1.9.tar.gz
prettyunits	1.0.2	prettyunits_1.0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/prettyunits/prettyunits_1.0.2.tar.gz
pROC	1.11.0	pROC_1.11.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/pROC/pROC_1.11.0.tar.gz
processmapR	0.3.3	processmapR_0.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/processmapR/processmapR_0.3.3.tar.gz
processmonitR	0.1.0	processmonitR_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/processmonitR/processmonitR_0.1.0.tar.gz
processx	2.0.0.1	processx_2.0.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/processx/processx_2.0.0.1.tar.gz
prodlim	1.6.1	prodlim_1.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/prodlim/prodlim_1.6.1.tar.gz
profdpm	3.3	profdpm_3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/profdpm/profdpm_3.3.tar.gz
profileModel	0.5-9	profileModel_0.5-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/profileModel/profileModel_0.5-9.tar.gz
progress	1.1.2	progress_1.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/progress/progress_1.1.2.tar.gz
proj4	1.0-8	proj4_1.0-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/proj4/proj4_1.0-8.tar.gz
promises	1.1.0	promises_1.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/promises/promises_1.1.0.tar.gz
prophet	0.2.1	prophet_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/prophet/prophet_0.2.1.tar.gz
proto	1.0.0	proto_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/proto/proto_1.0.0.tar.gz
protolite	1.7	protolite_1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/protolite/protolite_1.7.tar.gz
proxy	0.4-21	proxy_0.4-21.tar.gz	https://cran.r-project.org/src/contrib/Archive/proxy/proxy_0.4-21.tar.gz
pryr	0.1.4	pryr_0.1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/pryr/pryr_0.1.4.tar.gz
pscl	1.5.2	pscl_1.5.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/pscl/pscl_1.5.2.tar.gz
psych	1.8.3.3	psych_1.8.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/psych/psych_1.8.3.3.tar.gz
purrr	0.3.3	purrr_0.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/purrr/purrr_0.3.3.tar.gz
pwr	1.2-2	pwr_1.2-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/pwr/pwr_1.2-2.tar.gz
qap	0.1-1	qap_0.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/qap/qap_0.1-1.tar.gz
qcc	2.7	qcc_2.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/qcc/qcc_2.7.tar.gz
qdapDictionaries	1.0.7	qdapDictionaries_1.0.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/qdapDictionaries/qdapDictionaries_1.0.7.tar.gz
qdapRegex	0.7.2	qdapRegex_0.7.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/qdapRegex/qdapRegex_0.7.2.tar.gz
qdapTools	1.3.3	qdapTools_1.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/qdapTools/qdapTools_1.3.3.tar.gz
qgraph	1.4.4	qgraph_1.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/qgraph/qgraph_1.4.4.tar.gz
qicharts	0.5.5	qicharts_0.5.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/qicharts/qicharts_0.5.5.tar.gz
qicharts2	0.6.0	qicharts2_0.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/qicharts2/qicharts2_0.6.0.tar.gz
quadprog	1.5-5	quadprog_1.5-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/quadprog/quadprog_1.5-5.tar.gz
qualityTools	1.55	qualityTools_1.55.tar.gz	https://cran.r-project.org/src/contrib/Archive/qualityTools/qualityTools_1.55.tar.gz
quanteda	1.1.1	quanteda_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/quanteda/quanteda_1.1.1.tar.gz
quantmod	0.4-12	quantmod_0.4-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/quantmod/quantmod_0.4-12.tar.gz
quantreg	5.35	quantreg_5.35.tar.gz	https://cran.r-project.org/src/contrib/Archive/quantreg/quantreg_5.35.tar.gz
questionr	0.6.2	questionr_0.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/questionr/questionr_0.6.2.tar.gz
qvcalc	0.9-1	qvcalc_0.9-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/qvcalc/qvcalc_0.9-1.tar.gz
R.matlab	3.6.1	R.matlab_3.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/R.matlab/R.matlab_3.6.1.tar.gz
R.methodsS3	1.7.1	R.methodsS3_1.7.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/R.methodsS3/R.methodsS3_1.7.1.tar.gz
R.oo	1.21.0	R.oo_1.21.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/R.oo/R.oo_1.21.0.tar.gz
R.utils	2.6.0	R.utils_2.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/R.utils/R.utils_2.6.0.tar.gz
r2d3	0.2.3	r2d3_0.2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/r2d3/r2d3_0.2.3.tar.gz
R2HTML	2.3.2	R2HTML_2.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/R2HTML/R2HTML_2.3.2.tar.gz
R2jags	0.5-7	R2jags_0.5-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/R2jags/R2jags_0.5-7.tar.gz
R2OpenBUGS	3.2-3.2	R2OpenBUGS_3.2-3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/R2OpenBUGS/R2OpenBUGS_3.2-3.2.tar.gz
R2WinBUGS	2.1-21	R2WinBUGS_2.1-21.tar.gz	https://cran.r-project.org/src/contrib/Archive/R2WinBUGS/R2WinBUGS_2.1-21.tar.gz
R6	2.2.2	R6_2.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/R6/R6_2.2.2.tar.gz
ramps	0.6-15	ramps_0.6-15.tar.gz	https://cran.r-project.org/src/contrib/Archive/ramps/ramps_0.6-15.tar.gz
RandomFields	3.1.50	RandomFields_3.1.50.tar.gz	https://cran.r-project.org/src/contrib/Archive/RandomFields/RandomFields_3.1.50.tar.gz
RandomFieldsUtils	0.3.25	RandomFieldsUtils_0.3.25.tar.gz	https://cran.r-project.org/src/contrib/Archive/RandomFieldsUtils/RandomFieldsUtils_0.3.25.tar.gz
randomForest	4.6-14	randomForest_4.6-14.tar.gz	https://cran.r-project.org/src/contrib/Archive/randomForest/randomForest_4.6-14.tar.gz
ranger	0.9.0	ranger_0.9.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ranger/ranger_0.9.0.tar.gz
RApiDatetime	0.0.4	RApiDatetime_0.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/RApiDatetime/RApiDatetime_0.0.4.tar.gz
rappdirs	0.3.1	rappdirs_0.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rappdirs/rappdirs_0.3.1.tar.gz
RArcInfo	0.4-12	RArcInfo_0.4-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/RArcInfo/RArcInfo_0.4-12.tar.gz
raster	2.6-7	raster_2.6-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/raster/raster_2.6-7.tar.gz
rattle	5.1.0	rattle_5.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rattle/rattle_5.1.0.tar.gz
rayshader	0.10.1	rayshader_0.10.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rayshader/rayshader_0.10.1.tar.gz
rbenchmark	1.0.0	rbenchmark_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rbenchmark/rbenchmark_1.0.0.tar.gz
Rblpapi	0.3.8	Rblpapi_0.3.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rblpapi/Rblpapi_0.3.8.tar.gz
rbokeh	0.5.0	rbokeh_0.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rbokeh/rbokeh_0.5.0.tar.gz
rbugs	0.5-9	rbugs_0.5-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/rbugs/rbugs_0.5-9.tar.gz
RColorBrewer	1.1-2	RColorBrewer_1.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/RColorBrewer/RColorBrewer_1.1-2.tar.gz
Rcpp	1.0.1	Rcpp_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rcpp/Rcpp_1.0.1.tar.gz
RcppArmadillo	0.8.400.0.0	RcppArmadillo_0.8.400.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppArmadillo/RcppArmadillo_0.8.400.0.0.tar.gz
rcppbugs	0.1.4.2	rcppbugs_0.1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rcppbugs/rcppbugs_0.1.4.2.tar.gz
RcppDE	0.1.5	RcppDE_0.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppDE/RcppDE_0.1.5.tar.gz
RcppEigen	0.3.3.4.0	RcppEigen_0.3.3.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppEigen/RcppEigen_0.3.3.4.0.tar.gz
RcppExamples	0.1.8	RcppExamples_0.1.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppExamples/RcppExamples_0.1.8.tar.gz
RcppParallel	4.4.0	RcppParallel_4.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppParallel/RcppParallel_4.4.0.tar.gz
RcppProgress	0.4	RcppProgress_0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppProgress/RcppProgress_0.4.tar.gz
RcppRoll	0.2.2	RcppRoll_0.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/RcppRoll/RcppRoll_0.2.2.tar.gz
RCurl	1.95-4.10	RCurl_1.95-4.10.tar.gz	https://cran.r-project.org/src/contrib/Archive/RCurl/RCurl_1.95-4.10.tar.gz
readbitmap	0.1-4	readbitmap_0.1-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/readbitmap/readbitmap_0.1-4.tar.gz
readr	1.1.1	readr_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/readr/readr_1.1.1.tar.gz
readxl	1.0.0	readxl_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/readxl/readxl_1.0.0.tar.gz
recipes	0.1.2	recipes_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/recipes/recipes_0.1.2.tar.gz
Redmonder	0.2.0	Redmonder_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/Redmonder/Redmonder_0.2.0.tar.gz
registry	0.5	registry_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/registry/registry_0.5.tar.gz
relaimpo	2.2-3	relaimpo_2.2-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/relaimpo/relaimpo_2.2-3.tar.gz
relimp	1.0-5	relimp_1.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/relimp/relimp_1.0-5.tar.gz
rematch	1.0.1	rematch_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rematch/rematch_1.0.1.tar.gz
Renext	3.1-0	Renext_3.1-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/Renext/Renext_3.1-0.tar.gz
reports	0.1.4	reports_0.1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/reports/reports_0.1.4.tar.gz
reprex	0.1.2	reprex_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/reprex/reprex_0.1.2.tar.gz
reshape	0.8.7	reshape_0.8.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/reshape/reshape_0.8.7.tar.gz
reshape2	1.4.3	reshape2_1.4.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/reshape2/reshape2_1.4.3.tar.gz
reticulate	1.6	reticulate_1.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/reticulate/reticulate_1.6.tar.gz
RevoIOQ	8.0.10	RevoIOQ_8.0.10.tar.gz	https://cran.r-project.org/src/contrib/Archive/RevoIOQ/RevoIOQ_8.0.10.tar.gz
RevoMods	11.0.0	RevoMods_11.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RevoMods/RevoMods_11.0.0.tar.gz
RevoUtils	10.0.9	RevoUtils_10.0.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/RevoUtils/RevoUtils_10.0.9.tar.gz
RevoUtilsMath	10.0.1	RevoUtilsMath_10.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/RevoUtilsMath/RevoUtilsMath_10.0.1.tar.gz
rex	1.1.2	rex_1.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rex/rex_1.1.2.tar.gz
rFerns	2.0.3	rFerns_2.0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/rFerns/rFerns_2.0.3.tar.gz
rfm	0.2.0	rfm_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rfm/rfm_0.2.0.tar.gz
RGA	0.4.2	RGA_0.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/RGA/RGA_0.4.2.tar.gz
rgdal	1.2-18	rgdal_1.2-18.tar.gz	https://cran.r-project.org/src/contrib/Archive/rgdal/rgdal_1.2-18.tar.gz
rgeos	0.3-26	rgeos_0.3-26.tar.gz	https://cran.r-project.org/src/contrib/Archive/rgeos/rgeos_0.3-26.tar.gz
rgexf	0.15.3	rgexf_0.15.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/rgexf/rgexf_0.15.3.tar.gz
rgl	0.99.16	rgl_0.99.16.tar.gz	https://cran.r-project.org/src/contrib/Archive/rgl/rgl_0.99.16.tar.gz
RgoogleMaps	1.4.1	RgoogleMaps_1.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/RgoogleMaps/RgoogleMaps_1.4.1.tar.gz
RGraphics	2.0-14	RGraphics_2.0-14.tar.gz	https://cran.r-project.org/src/contrib/Archive/RGraphics/RGraphics_2.0-14.tar.gz
RGtk2	2.20.34	RGtk2_2.20.34.tar.gz	https://cran.r-project.org/src/contrib/Archive/RGtk2/RGtk2_2.20.34.tar.gz
RInside	0.2.14	RInside_0.2.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/RInside/RInside_0.2.14.tar.gz
RJaCGH	2.0.4	RJaCGH_2.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/RJaCGH/RJaCGH_2.0.4.tar.gz
rjags	4-6	rjags_4-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/rjags/rjags_4-6.tar.gz
rjson	0.2.15	rjson_0.2.15.tar.gz	https://cran.r-project.org/src/contrib/Archive/rjson/rjson_0.2.15.tar.gz
RJSONIO	1.3-0	RJSONIO_1.3-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RJSONIO/RJSONIO_1.3-0.tar.gz
rlang	0.4.1	rlang_0.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rlang/rlang_0.4.1.tar.gz
rlecuyer	0.3-4	rlecuyer_0.3-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/rlecuyer/rlecuyer_0.3-4.tar.gz
rlist	0.4.6.1	rlist_0.4.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rlist/rlist_0.4.6.1.tar.gz
rmapshaper	0.3.0	rmapshaper_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rmapshaper/rmapshaper_0.3.0.tar.gz
rmarkdown	1.9	rmarkdown_1.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/rmarkdown/rmarkdown_1.9.tar.gz
Rmisc	1.5	Rmisc_1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rmisc/Rmisc_1.5.tar.gz
Rmpfr	0.7-0	Rmpfr_0.7-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rmpfr/Rmpfr_0.7-0.tar.gz
rms	5.1-2	rms_5.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rms/rms_5.1-2.tar.gz
RMySQL	0.10.14	RMySQL_0.10.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/RMySQL/RMySQL_0.10.14.tar.gz
rngtools	1.2.4	rngtools_1.2.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/rngtools/rngtools_1.2.4.tar.gz
robCompositions	2.0.6	robCompositions_2.0.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/robCompositions/robCompositions_2.0.6.tar.gz
robfilter	4.1	robfilter_4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/robfilter/robfilter_4.1.tar.gz
robustbase	0.92-8	robustbase_0.92-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/robustbase/robustbase_0.92-8.tar.gz
robustHD	0.5.1	robustHD_0.5.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/robustHD/robustHD_0.5.1.tar.gz
ROCR	1.0-7	ROCR_1.0-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/ROCR/ROCR_1.0-7.tar.gz
RODBC	1.3-15	RODBC_1.3-15.tar.gz	https://cran.r-project.org/src/contrib/Archive/RODBC/RODBC_1.3-15.tar.gz
Rook	1.1-1	Rook_1.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rook/Rook_1.1-1.tar.gz
rootSolve	1.7	rootSolve_1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/rootSolve/rootSolve_1.7.tar.gz
roxygen2	6.0.1	roxygen2_6.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/roxygen2/roxygen2_6.0.1.tar.gz
rpart	4.1-13	rpart_4.1-13.tar.gz	https://cran.r-project.org/src/contrib/Archive/rpart/rpart_4.1-13.tar.gz
rpart.plot	2.1.2	rpart.plot_2.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rpart.plot/rpart.plot_2.1.2.tar.gz
rpivotTable	0.3.0	rpivotTable_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/rpivotTable/rpivotTable_0.3.0.tar.gz
rprojroot	1.3-2	rprojroot_1.3-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rprojroot/rprojroot_1.3-2.tar.gz
rrcov	1.4-3	rrcov_1.4-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/rrcov/rrcov_1.4-3.tar.gz
rscproxy	2.0-5	rscproxy_2.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/rscproxy/rscproxy_2.0-5.tar.gz
rsdmx	0.5-11	rsdmx_0.5-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/rsdmx/rsdmx_0.5-11.tar.gz
RSGHB	1.1.2	RSGHB_1.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/RSGHB/RSGHB_1.1.2.tar.gz
RSiteCatalyst	1.4.14	RSiteCatalyst_1.4.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/RSiteCatalyst/RSiteCatalyst_1.4.14.tar.gz
RSNNS	0.4-10	RSNNS_0.4-10.tar.gz	https://cran.r-project.org/src/contrib/Archive/RSNNS/RSNNS_0.4-10.tar.gz
Rsolnp	1.16	Rsolnp_1.16.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rsolnp/Rsolnp_1.16.tar.gz
RSpectra	0.12-0	RSpectra_0.12-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RSpectra/RSpectra_0.12-0.tar.gz
RSQLite	2.1.0	RSQLite_2.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/RSQLite/RSQLite_2.1.0.tar.gz
rstan	2.17.3	rstan_2.17.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/rstan/rstan_2.17.3.tar.gz
rstudioapi	0.7	rstudioapi_0.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/rstudioapi/rstudioapi_0.7.tar.gz
rsvg	1.1	rsvg_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/rsvg/rsvg_1.1.tar.gz
RTextTools	1.4.2	RTextTools_1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/RTextTools/RTextTools_1.4.2.tar.gz
Rttf2pt1	1.3.6	Rttf2pt1_1.3.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/Rttf2pt1/Rttf2pt1_1.3.6.tar.gz
RUnit	0.4.31	RUnit_0.4.31.tar.gz	https://cran.r-project.org/src/contrib/Archive/RUnit/RUnit_0.4.31.tar.gz
runjags	2.0.4-2	runjags_2.0.4-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/runjags/runjags_2.0.4-2.tar.gz
Runuran	0.24	Runuran_0.24.tar.gz	https://cran.r-project.org/src/contrib/Archive/Runuran/Runuran_0.24.tar.gz
rvcheck	0.0.9	rvcheck_0.0.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/rvcheck/rvcheck_0.0.9.tar.gz
rvest	0.3.2	rvest_0.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/rvest/rvest_0.3.2.tar.gz
rworldmap	1.3-6	rworldmap_1.3-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/rworldmap/rworldmap_1.3-6.tar.gz
rworldxtra	1.01	rworldxtra_1.01.tar.gz	https://cran.r-project.org/src/contrib/Archive/rworldxtra/rworldxtra_1.01.tar.gz
SampleSizeMeans	1.1	SampleSizeMeans_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/SampleSizeMeans/SampleSizeMeans_1.1.tar.gz
SampleSizeProportions	1.0	SampleSizeProportions_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/SampleSizeProportions/SampleSizeProportions_1.0.tar.gz
sandwich	2.4-0	sandwich_2.4-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/sandwich/sandwich_2.4-0.tar.gz
sas7bdat	0.5	sas7bdat_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/sas7bdat/sas7bdat_0.5.tar.gz
satellite	1.0.1	satellite_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/satellite/satellite_1.0.1.tar.gz
sbgcop	0.975	sbgcop_0.975.tar.gz	https://cran.r-project.org/src/contrib/Archive/sbgcop/sbgcop_0.975.tar.gz
scales	1.0.0	scales_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/scales/scales_1.0.0.tar.gz
scatterplot3d	0.3-41	scatterplot3d_0.3-41.tar.gz	https://cran.r-project.org/src/contrib/Archive/scatterplot3d/scatterplot3d_0.3-41.tar.gz
sciplot	1.1-1	sciplot_1.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sciplot/sciplot_1.1-1.tar.gz
segmented	0.5-3.0	segmented_0.5-3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/segmented/segmented_0.5-3.0.tar.gz
selectr	0.4-0	selectr_0.4-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/selectr/selectr_0.4-0.tar.gz
sem	3.1-9	sem_3.1-9.tar.gz	https://cran.r-project.org/src/contrib/Archive/sem/sem_3.1-9.tar.gz
sentimentr	2.7.1	sentimentr_2.7.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sentimentr/sentimentr_2.7.1.tar.gz
seqinr	3.6-1	seqinr_3.6-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/seqinr/seqinr_3.6-1.tar.gz
seriation	1.2-3	seriation_1.2-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/seriation/seriation_1.2-3.tar.gz
setRNG	2013.9-1	setRNG_2013.9-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/setRNG/setRNG_2013.9-1.tar.gz
sf	0.7-4	sf_0.7-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/sf/sf_0.7-4.tar.gz
